# cohort: haiti-baseline
# ena_query: tax_eq(666) AND country="Haiti*" AND instrument_platform="ILLUMINA" AND library_strategy="WGS"
# runs: 432
run_accession	sample_accession	study_accession	country	collection_date	first_public	instrument_platform	library_strategy	read_count
SRR23510629	SAMN33339975	PRJNA266293	Haiti		2023-02-27	ILLUMINA	WGS	647331
SRR23510635	SAMN33339976	PRJNA266293	Haiti		2023-02-27	ILLUMINA	WGS	419486
SRR11194080	SAMN14222216	PRJNA590944	Haiti	2010	2020-02-28	ILLUMINA	WGS	1715455
SRR11194081	SAMN14222258	PRJNA590944	Haiti	2010	2020-02-28	ILLUMINA	WGS	1679628
SRR11194082	SAMN14222260	PRJNA590944	Haiti	2010	2020-02-28	ILLUMINA	WGS	1745913
SRR11194083	SAMN14222225	PRJNA590944	Haiti	2010	2020-02-28	ILLUMINA	WGS	1733034
SRR11194084	SAMN14222221	PRJNA590944	Haiti	2010	2020-02-28	ILLUMINA	WGS	1718039
SRR11194085	SAMN14222229	PRJNA590944	Haiti	2010	2020-02-28	ILLUMINA	WGS	922486
SRR11194086	SAMN14222232	PRJNA590944	Haiti	2010	2020-02-28	ILLUMINA	WGS	982664
SRR11194087	SAMN14222248	PRJNA590944	Haiti	2010	2020-02-28	ILLUMINA	WGS	1798257
SRR11194088	SAMN14222252	PRJNA590944	Haiti	2010	2020-02-28	ILLUMINA	WGS	1636889
SRR11194089	SAMN14222255	PRJNA590944	Haiti	2010	2020-02-28	ILLUMINA	WGS	1438851
SRR11194090	SAMN14222344	PRJNA590944	Haiti	2010	2020-02-28	ILLUMINA	WGS	1435995
SRR11194091	SAMN14222336	PRJNA590944	Haiti	2010	2020-02-28	ILLUMINA	WGS	1467255
SRR11194092	SAMN14222340	PRJNA590944	Haiti	2010	2020-02-28	ILLUMINA	WGS	999893
SRR11194093	SAMN14222342	PRJNA590944	Haiti	2010	2020-02-28	ILLUMINA	WGS	828166
SRR11194094	SAMN14222348	PRJNA590944	Haiti	2010	2020-02-28	ILLUMINA	WGS	1753031
SRR771229	SAMN01940979	PRJNA188139	Haiti	2010-10-19	2013-07-29	ILLUMINA	WGS	2288023
SRR771360	SAMN01940979	PRJNA188139	Haiti	2010-10-19	2013-07-29	ILLUMINA	WGS	8262115
SRR773656	SAMN01941004	PRJNA188139	Haiti: Centre	2010-10-19	2013-07-29	ILLUMINA	WGS	9162718
SRR770778	SAMN01940976	PRJNA188139	Haiti	2010-10-20	2013-07-29	ILLUMINA	WGS	3393223
SRR770779	SAMN01940976	PRJNA188139	Haiti	2010-10-20	2013-07-29	ILLUMINA	WGS	31762717
SRR771214	SAMN01940977	PRJNA188139	Haiti	2010-10-20	2013-07-29	ILLUMINA	WGS	6557094
SRR771220	SAMN01940978	PRJNA188139	Haiti	2010-10-20	2013-07-29	ILLUMINA	WGS	2239602
SRR771222	SAMN01940978	PRJNA188139	Haiti	2010-10-20	2013-07-29	ILLUMINA	WGS	4541302
SRR771582	SAMN01940980	PRJNA188139	Haiti	2010-10-20	2013-07-29	ILLUMINA	WGS	8466508
SRR771586	SAMN01940980	PRJNA188139	Haiti	2010-10-20	2013-07-29	ILLUMINA	WGS	2473030
SRR771645	SAMN01940981	PRJNA188139	Haiti	2010-10-21	2013-07-29	ILLUMINA	WGS	4649924
SRR771655	SAMN01940981	PRJNA188139	Haiti	2010-10-21	2013-07-29	ILLUMINA	WGS	2422513
SRR772254	SAMN01940982	PRJNA188139	Haiti	2010-10-21	2013-07-29	ILLUMINA	WGS	7241327
SRR772255	SAMN01940982	PRJNA188139	Haiti	2010-10-21	2013-07-29	ILLUMINA	WGS	4510360
SRR773657	SAMN01941006	PRJNA188139	Haiti: Ouest	2010-11-03	2013-07-29	ILLUMINA	WGS	11436761
SRR773658	SAMN01941005	PRJNA188139	Haiti: Ouest	2010-11-03	2013-07-29	ILLUMINA	WGS	12218543
SRR772256	SAMN01940983	PRJNA188139	Haiti	2010-11-09	2013-07-29	ILLUMINA	WGS	6056595
SRR773660	SAMN01941007	PRJNA188139	Haiti: Sud	2010-11-27	2013-07-29	ILLUMINA	WGS	10906849
SRR4039820	SAMN05590438	PRJNA339415	Haiti: Centre	2011	2016-08-24	ILLUMINA	WGS	12268415
SRR773661	SAMN01941008	PRJNA188139	Haiti: Nord-Ouest	2011-01-26	2013-07-29	ILLUMINA	WGS	353274
SRR775129	SAMN01941008	PRJNA188139	Haiti: Nord-Ouest	2011-01-26	2013-07-29	ILLUMINA	WGS	14377248
SRR772892	SAMN01940984	PRJNA188139	Haiti	2011-02-12	2013-07-29	ILLUMINA	WGS	7819289
SRR772893	SAMN01940985	PRJNA188139	Haiti	2011-06-06	2013-07-29	ILLUMINA	WGS	7084841
SRR773027	SAMN01940986	PRJNA188139	Haiti	2011-06-09	2013-07-29	ILLUMINA	WGS	9800144
SRR773028	SAMN01940987	PRJNA188139	Haiti	2011-09-02	2013-07-29	ILLUMINA	WGS	4111695
SRR773103	SAMN01940987	PRJNA188139	Haiti	2011-09-02	2013-07-29	ILLUMINA	WGS	2197920
SRR773104	SAMN01940988	PRJNA188139	Haiti	2011-09-02	2013-07-29	ILLUMINA	WGS	8850476
SRR773105	SAMN01940988	PRJNA188139	Haiti	2011-09-02	2013-07-29	ILLUMINA	WGS	4453638
SRR773107	SAMN01940989	PRJNA188139	Haiti	2011-09-02	2013-07-29	ILLUMINA	WGS	9706108
SRR773108	SAMN01940989	PRJNA188139	Haiti	2011-09-02	2013-07-29	ILLUMINA	WGS	5487720
SRR773175	SAMN01940990	PRJNA188139	Haiti	2011-09-02	2013-07-29	ILLUMINA	WGS	6849702
SRR773176	SAMN01940990	PRJNA188139	Haiti	2011-09-02	2013-07-29	ILLUMINA	WGS	4079016
SRR773179	SAMN01940991	PRJNA188139	Haiti	2011-09-12	2013-07-29	ILLUMINA	WGS	6011585
SRR773181	SAMN01940991	PRJNA188139	Haiti	2011-09-12	2013-07-29	ILLUMINA	WGS	1825020
SRR773184	SAMN01940992	PRJNA188139	Haiti	2011-10-11	2013-07-29	ILLUMINA	WGS	2666520
SRR773315	SAMN01940992	PRJNA188139	Haiti	2011-10-11	2013-07-29	ILLUMINA	WGS	6379310
SRR773316	SAMN01940992	PRJNA188139	Haiti	2011-10-11	2013-07-29	ILLUMINA	WGS	3124448
SRR773317	SAMN01940993	PRJNA188139	Haiti	2011-10-11	2013-07-29	ILLUMINA	WGS	8180567
SRR773319	SAMN01940993	PRJNA188139	Haiti	2011-10-11	2013-07-29	ILLUMINA	WGS	6078422
SRR773321	SAMN01940994	PRJNA188139	Haiti	2011-10-12	2013-07-29	ILLUMINA	WGS	10761946
SRR773322	SAMN01940994	PRJNA188139	Haiti	2011-10-12	2013-07-29	ILLUMINA	WGS	9231548
SRR773389	SAMN01940995	PRJNA188139	Haiti	2011-10-12	2013-07-29	ILLUMINA	WGS	9231548
SRR773390	SAMN01940995	PRJNA188139	Haiti	2011-10-12	2013-07-29	ILLUMINA	WGS	2443306
SRR773392	SAMN01940996	PRJNA188139	Haiti	2011-10-12	2013-07-29	ILLUMINA	WGS	3718662
SRR773393	SAMN01940996	PRJNA188139	Haiti	2011-10-12	2013-07-29	ILLUMINA	WGS	6302168
SRR773394	SAMN01940996	PRJNA188139	Haiti	2011-10-12	2013-07-29	ILLUMINA	WGS	1862621
SRR1267422	SAMN02741837	PRJNA245985	Haiti	2012	2014-11-10	ILLUMINA	WGS	362841
SRR1267526	SAMN02741837	PRJNA245985	Haiti	2012	2014-11-10	ILLUMINA	WGS	1924037
SRR773397	SAMN01940997	PRJNA188139	Haiti	2012-03-13	2013-07-29	ILLUMINA	WGS	9377209
SRR14297606	SAMN18822001	PRJNA723557	Haiti	2013	2021-09-30	ILLUMINA	WGS	1041690
SRR14297607	SAMN18822002	PRJNA723557	Haiti	2013	2021-09-30	ILLUMINA	WGS	1140892
SRR14297608	SAMN18822003	PRJNA723557	Haiti	2013	2021-09-30	ILLUMINA	WGS	1565678
SRR14297609	SAMN18822004	PRJNA723557	Haiti	2013	2021-09-30	ILLUMINA	WGS	1923993
SRR5986048	SAMN07569288	PRJNA400505	Haiti	2013-04-18	2017-11-09	ILLUMINA	WGS	3631957
SRR5986049	SAMN07569287	PRJNA400505	Haiti	2013-04-18	2017-11-09	ILLUMINA	WGS	877467
SRR5986052	SAMN07569290	PRJNA400505	Haiti	2013-04-18	2017-11-09	ILLUMINA	WGS	946743
SRR5986053	SAMN07569289	PRJNA400505	Haiti	2013-04-18	2017-11-09	ILLUMINA	WGS	1049786
SRR5986088	SAMN07569295	PRJNA400505	Haiti	2013-04-18	2017-11-09	ILLUMINA	WGS	3587343
SRR5986089	SAMN07569296	PRJNA400505	Haiti	2013-04-18	2017-11-09	ILLUMINA	WGS	3693592
SRR5986090	SAMN07569293	PRJNA400505	Haiti	2013-04-18	2017-11-09	ILLUMINA	WGS	2580425
SRR5986091	SAMN07569294	PRJNA400505	Haiti	2013-04-18	2017-11-09	ILLUMINA	WGS	3326790
SRR5986092	SAMN07569291	PRJNA400505	Haiti	2013-04-18	2017-11-09	ILLUMINA	WGS	929014
SRR5986093	SAMN07569292	PRJNA400505	Haiti	2013-04-18	2017-11-09	ILLUMINA	WGS	1084320
SRR5986084	SAMN07569299	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	520484
SRR5986085	SAMN07569300	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	1168659
SRR5986086	SAMN07569297	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	1316535
SRR5986087	SAMN07569298	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	3962228
SRR5986114	SAMN07569310	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	3903778
SRR5986115	SAMN07569309	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	4353334
SRR5986116	SAMN07569306	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	3370326
SRR5986117	SAMN07569305	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	3911595
SRR5986118	SAMN07569308	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	4024962
SRR5986119	SAMN07569307	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	736217
SRR5986120	SAMN07569302	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	2379006
SRR5986121	SAMN07569301	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	1747064
SRR5986122	SAMN07569304	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	573045
SRR5986123	SAMN07569303	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	3726531
SRR5986137	SAMN07569311	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	2397481
SRR5986138	SAMN07569312	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	2755120
SRR5986139	SAMN07569313	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	3194813
SRR5986140	SAMN07569314	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	4211549
SRR5986141	SAMN07569315	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	902549
SRR5986142	SAMN07569316	PRJNA400505	Haiti	2013-04-22	2017-11-09	ILLUMINA	WGS	563974
SRR1533723	SAMN02928169	PRJNA255987	Haiti: Saint Marc	2013-05-06	2015-06-05	ILLUMINA	WGS	3331910
SRR1533724	SAMN02928170	PRJNA255987	Haiti: Saint Marc	2013-05-06	2015-06-05	ILLUMINA	WGS	3810648
SRR1533725	SAMN02928171	PRJNA255987	Haiti: Saint Marc	2013-05-06	2015-06-05	ILLUMINA	WGS	3622905
SRR1533751	SAMN02928172	PRJNA255987	Haiti: Saint Marc	2013-05-06	2015-06-05	ILLUMINA	WGS	3832315
SRR1533753	SAMN02928173	PRJNA255987	Haiti: Saint Marc	2013-05-06	2015-06-05	ILLUMINA	WGS	3241365
SRR1533760	SAMN02928174	PRJNA255987	Haiti: Saint Marc	2013-05-06	2015-06-05	ILLUMINA	WGS	5728779
SRR1533778	SAMN02928175	PRJNA255987	Haiti: Saint Marc	2013-05-06	2015-06-05	ILLUMINA	WGS	5214035
SRR1533779	SAMN02928176	PRJNA255987	Haiti: Saint Marc	2013-05-06	2015-06-05	ILLUMINA	WGS	3045924
SRR1533780	SAMN02928177	PRJNA255987	Haiti: Saint Marc	2013-05-06	2015-06-05	ILLUMINA	WGS	4261186
SRR1533782	SAMN02928178	PRJNA255987	Haiti: Saint Marc	2013-05-06	2015-06-05	ILLUMINA	WGS	6420269
SRR8364281	SAMN10610849	PRJNA510624	Haiti: Adventist Hospital, Dikini	2013-06-07	2018-12-22	ILLUMINA	WGS	1841700
SRR8364342	SAMN10610916	PRJNA510624	Haiti: Haiti Health Ministries, Gressier	2013-06-26	2018-12-22	ILLUMINA	WGS	2298497
SRR8364252	SAMN10610765	PRJNA510624	Haiti: Bongnotte	2013-06-27	2018-12-22	ILLUMINA	WGS	1361693
SRR8364253	SAMN10610764	PRJNA510624	Haiti: Jean-Jean	2013-06-27	2018-12-22	ILLUMINA	WGS	2024149
SRR8364258	SAMN10610763	PRJNA510624	Haiti: Brach	2013-06-27	2018-12-22	ILLUMINA	WGS	2227119
SRR8364341	SAMN10610917	PRJNA510624	Haiti: Notrdame hospital de Petit Goave	2013-06-27	2018-12-22	ILLUMINA	WGS	1327104
SRR8364340	SAMN10610918	PRJNA510624	Haiti: CTC Jacmel	2013-07-02	2018-12-22	ILLUMINA	WGS	1959993
SRR8364339	SAMN10610919	PRJNA510624	Haiti: Notrdame hospital de Petit Goave	2013-07-11	2018-12-22	ILLUMINA	WGS	2196303
SRR8364346	SAMN10610920	PRJNA510624	Haiti: Notrdame hospital de Petit Goave	2013-07-12	2018-12-22	ILLUMINA	WGS	1829713
SRR8364345	SAMN10610921	PRJNA510624	Haiti: CTC Jacmel	2013-07-16	2018-12-22	ILLUMINA	WGS	1654821
SRR8364369	SAMN10610768	PRJNA510624	Haiti: Bellevue	2013-07-29	2018-12-22	ILLUMINA	WGS	1072075
SRR8364371	SAMN10610766	PRJNA510624	Haiti: Jean-Jean	2013-07-29	2018-12-22	ILLUMINA	WGS	894751
SRR8364372	SAMN10610767	PRJNA510624	Haiti: Brach	2013-07-29	2018-12-22	ILLUMINA	WGS	1723209
SRR8364343	SAMN10610923	PRJNA510624	Haiti: Notrdame hospital de Petit Goave	2013-08-01	2018-12-22	ILLUMINA	WGS	1877625
SRR8364344	SAMN10610922	PRJNA510624	Haiti: Christianville school, Gressier	2013-08-01	2018-12-22	ILLUMINA	WGS	1717946
SRR8364338	SAMN10610924	PRJNA510624	Haiti: Adventist Hospital, Dikini	2013-08-08	2018-12-22	ILLUMINA	WGS	2107724
SRR8364337	SAMN10610925	PRJNA510624	Haiti: CTC Jacmel	2013-08-12	2018-12-22	ILLUMINA	WGS	1588567
SRR8364264	SAMN10610926	PRJNA510624	Haiti: Adventist Hospital, Dikini	2013-08-22	2018-12-22	ILLUMINA	WGS	1578737
SRR8364265	SAMN10610927	PRJNA510624	Haiti: CTC Jacmel	2013-08-26	2018-12-22	ILLUMINA	WGS	1596295
SRR8364289	SAMN10610746	PRJNA510624	Haiti: Haiti, Brach	2013-08-26	2018-12-22	ILLUMINA	WGS	1120614
SRR8364262	SAMN10610928	PRJNA510624	Haiti: Notrdame hospital de Petit Goave	2013-08-28	2018-12-22	ILLUMINA	WGS	1509859
SRR8364263	SAMN10610929	PRJNA510624	Haiti: Notrdame hospital de Petit Goave	2013-08-29	2018-12-22	ILLUMINA	WGS	1435534
SRR8364270	SAMN10610934	PRJNA510624	Haiti: George Gauvan Hospital, Grand Goave	2013-09-01	2018-12-22	ILLUMINA	WGS	1941191
SRR8364268	SAMN10610930	PRJNA510624	Haiti: George Gauvan Hospital, Grand Goave	2013-09-04	2018-12-22	ILLUMINA	WGS	1108783
SRR8364266	SAMN10610932	PRJNA510624	Haiti: St. Michel Hospital, Jacmel	2013-09-10	2018-12-22	ILLUMINA	WGS	1101995
SRR8364269	SAMN10610931	PRJNA510624	Haiti: Adventist Hospital, Dikini	2013-09-10	2018-12-22	ILLUMINA	WGS	1697313
SRR8364267	SAMN10610933	PRJNA510624	Haiti: CTC Jacmel	2013-09-16	2018-12-22	ILLUMINA	WGS	1235362
SRR8364271	SAMN10610935	PRJNA510624	Haiti: Notrdame hospital de Petit Goave	2013-09-19	2018-12-22	ILLUMINA	WGS	2056357
SRR8364288	SAMN10610747	PRJNA510624	Haiti: Christianville bridge	2013-09-23	2018-12-22	ILLUMINA	WGS	2451689
SRR8364294	SAMN10610749	PRJNA510624	Haiti: Colin	2013-09-23	2018-12-22	ILLUMINA	WGS	1693246
SRR8364295	SAMN10610748	PRJNA510624	Haiti: Sousfort	2013-09-23	2018-12-22	ILLUMINA	WGS	2584463
SRR8364434	SAMN10610750	PRJNA510624	Haiti: Upper Colin	2013-09-23	2018-12-22	ILLUMINA	WGS	1396194
SRR8364254	SAMN10610759	PRJNA510624	Haiti: Jeffra	2013-09-25	2018-12-22	ILLUMINA	WGS	1493386
SRR8364310	SAMN10610936	PRJNA510624	Haiti: CTC Jacmel	2013-10-01	2018-12-22	ILLUMINA	WGS	1994128
SRR8364298	SAMN10610753	PRJNA510624	Haiti: Reserved	2013-10-28	2018-12-22	ILLUMINA	WGS	1823942
SRR8364299	SAMN10610752	PRJNA510624	Haiti: Bongnotte	2013-10-28	2018-12-22	ILLUMINA	WGS	1355156
SRR8364430	SAMN10610751	PRJNA510624	Haiti: Brach	2013-10-28	2018-12-22	ILLUMINA	WGS	1905128
SRR8364437	SAMN10610754	PRJNA510624	Haiti: Jean-Jean	2013-10-28	2018-12-22	ILLUMINA	WGS	1603014
SRR8364309	SAMN10610937	PRJNA510624	Haiti: Adventist Hospital, Dikini	2013-10-29	2018-12-22	ILLUMINA	WGS	1489791
SRR8364312	SAMN10610938	PRJNA510624	Haiti: CTC Jacmel	2013-11-05	2018-12-22	ILLUMINA	WGS	1687768
SRR8364311	SAMN10610939	PRJNA510624	Haiti: Notrdame hospital de Petit Goave	2013-11-15	2018-12-22	ILLUMINA	WGS	1404269
SRR8364314	SAMN10610940	PRJNA510624	Haiti: St. Michel Hospital, Jacmel	2013-11-21	2018-12-22	ILLUMINA	WGS	1940593
SRR8364257	SAMN10610756	PRJNA510624	Haiti: Reserved	2013-11-25	2018-12-22	ILLUMINA	WGS	1748908
SRR8364436	SAMN10610755	PRJNA510624	Haiti: Christianville spring	2013-11-25	2018-12-22	ILLUMINA	WGS	1196930
SRR8364313	SAMN10610941	PRJNA510624	Haiti: CTC Jacmel	2013-11-29	2018-12-22	ILLUMINA	WGS	1398802
SRR8364316	SAMN10610942	PRJNA510624	Haiti: St. Michel Hospital, Jacmel	2013-12-04	2018-12-22	ILLUMINA	WGS	1507063
SRR8364315	SAMN10610943	PRJNA510624	Haiti: Notrdame hospital de Petit Goave	2013-12-06	2018-12-22	ILLUMINA	WGS	2094902
SRR8364318	SAMN10610944	PRJNA510624	Haiti: CTC Jacmel	2013-12-10	2018-12-22	ILLUMINA	WGS	1722827
SRR8364317	SAMN10610945	PRJNA510624	Haiti: CTC Jacmel	2013-12-13	2018-12-22	ILLUMINA	WGS	1358045
SRR8364357	SAMN10610947	PRJNA510624	Haiti: CTC Jacmel	2013-12-13	2018-12-22	ILLUMINA	WGS	2190964
SRR8364358	SAMN10610946	PRJNA510624	Haiti: CTC Jacmel	2013-12-13	2018-12-22	ILLUMINA	WGS	1342475
SRR8364370	SAMN10610769	PRJNA510624	Haiti: Haiti, St. Michel Hospital, Jacmel	2013-12-16	2018-12-22	ILLUMINA	WGS	1802492
SRR8364256	SAMN10610757	PRJNA510624	Haiti: Bay larion Bridge	2014-05-01	2018-12-22	ILLUMINA	WGS	598769
SRR8364255	SAMN10610758	PRJNA510624	Haiti: Bay larion Bridge	2014-06-01	2018-12-22	ILLUMINA	WGS	547260
SRR8364375	SAMN10610770	PRJNA510624	Haiti: CTC Gonaives	2014-08-30	2018-12-22	ILLUMINA	WGS	654060
SRR8364373	SAMN10610772	PRJNA510624	Haiti: CTC Lestere	2014-09-16	2018-12-22	ILLUMINA	WGS	770980
SRR8364376	SAMN10610771	PRJNA510624	Haiti: CTC Gonaives	2014-09-16	2018-12-22	ILLUMINA	WGS	806876
SRR8364374	SAMN10610773	PRJNA510624	Haiti: CTC Gonaives	2014-09-26	2018-12-22	ILLUMINA	WGS	617611
SRR8364377	SAMN10610774	PRJNA510624	Haiti: CTC Lestere	2014-09-26	2018-12-22	ILLUMINA	WGS	664892
SRR8364378	SAMN10610775	PRJNA510624	Haiti: CTC Gressier	2014-10-16	2018-12-22	ILLUMINA	WGS	740916
SRR8364348	SAMN10610776	PRJNA510624	Haiti: CTC Gressier	2014-10-24	2018-12-22	ILLUMINA	WGS	686170
SRR8364347	SAMN10610777	PRJNA510624	Haiti	2014-11-12	2018-12-22	ILLUMINA	WGS	729079
SRR8364350	SAMN10610778	PRJNA510624	Haiti: CTC Petit Goave	2014-11-27	2018-12-22	ILLUMINA	WGS	545532
SRR8364349	SAMN10610779	PRJNA510624	Haiti: CTC Gressier	2014-11-28	2018-12-22	ILLUMINA	WGS	634161
SRR8364352	SAMN10610780	PRJNA510624	Haiti: CTC Petit Goave	2014-11-28	2018-12-22	ILLUMINA	WGS	741436
SRR8364351	SAMN10610781	PRJNA510624	Haiti: CTC Gressier	2014-12-17	2018-12-22	ILLUMINA	WGS	641930
SRR8364354	SAMN10610782	PRJNA510624	Haiti: CTC Gressier	2014-12-23	2018-12-22	ILLUMINA	WGS	697758
SRR8364353	SAMN10610783	PRJNA510624	Haiti: CTC Jacmel	2015-01-30	2018-12-22	ILLUMINA	WGS	693105
SRR8364356	SAMN10610784	PRJNA510624	Haiti: CTC Jacmel	2015-02-19	2018-12-22	ILLUMINA	WGS	663624
SRR8364355	SAMN10610785	PRJNA510624	Haiti: CTC Jacmel	2015-03-11	2018-12-22	ILLUMINA	WGS	724959
SRR8364413	SAMN10610786	PRJNA510624	Haiti: CTC Jacmel	2015-04-14	2018-12-22	ILLUMINA	WGS	742894
SRR8364414	SAMN10610787	PRJNA510624	Haiti: CTC Jacmel	2015-05-12	2018-12-22	ILLUMINA	WGS	519291
SRR8364415	SAMN10610788	PRJNA510624	Haiti: CTC Jacmel	2015-07-09	2018-12-22	ILLUMINA	WGS	499178
SRR8364416	SAMN10610789	PRJNA510624	Haiti: CTC Jacmel	2015-08-11	2018-12-22	ILLUMINA	WGS	675289
SRR8364417	SAMN10610790	PRJNA510624	Haiti: CTC Jacmel	2015-09-25	2018-12-22	ILLUMINA	WGS	656098
SRR8364418	SAMN10610791	PRJNA510624	Haiti: CTC Gressier	2015-10-13	2018-12-22	ILLUMINA	WGS	1098014
SRR8364419	SAMN10610792	PRJNA510624	Haiti: CTC Gressier	2015-10-15	2018-12-22	ILLUMINA	WGS	615717
SRR8364420	SAMN10610793	PRJNA510624	Haiti: CTC Jacmel	2015-10-21	2018-12-22	ILLUMINA	WGS	2975011
SRR8364421	SAMN10610794	PRJNA510624	Haiti: CTC Jacmel	2015-10-29	2018-12-22	ILLUMINA	WGS	1422388
SRR8364422	SAMN10610795	PRJNA510624	Haiti: CTC Gressier	2015-10-30	2018-12-22	ILLUMINA	WGS	997993
SRR8364394	SAMN10610799	PRJNA510624	Haiti: CTC Gressier	2015-11-05	2018-12-22	ILLUMINA	WGS	1396077
SRR8364395	SAMN10610798	PRJNA510624	Haiti: CTC Gressier	2015-11-05	2018-12-22	ILLUMINA	WGS	977164
SRR8364396	SAMN10610797	PRJNA510624	Haiti: CTC Gressier	2015-11-05	2018-12-22	ILLUMINA	WGS	1231758
SRR8364397	SAMN10610796	PRJNA510624	Haiti: CTC Jacmel	2015-11-05	2018-12-22	ILLUMINA	WGS	1029698
SRR8364390	SAMN10610803	PRJNA510624	Haiti: CTC Jacmel	2015-11-11	2018-12-22	ILLUMINA	WGS	991555
SRR8364391	SAMN10610802	PRJNA510624	Haiti: CTC Gressier	2015-11-11	2018-12-22	ILLUMINA	WGS	700044
SRR8364392	SAMN10610801	PRJNA510624	Haiti: CTC Gressier	2015-11-11	2018-12-22	ILLUMINA	WGS	569199
SRR8364393	SAMN10610800	PRJNA510624	Haiti: CTC Gressier	2015-11-11	2018-12-22	ILLUMINA	WGS	545662
SRR8364399	SAMN10610804	PRJNA510624	Haiti: CTC Jacmel	2015-11-11	2018-12-22	ILLUMINA	WGS	520859
SRR8364398	SAMN10610805	PRJNA510624	Haiti: CTC Jacmel	2015-11-12	2018-12-22	ILLUMINA	WGS	1804076
SRR8364446	SAMN10610806	PRJNA510624	Haiti: CTC Jacmel	2015-11-12	2018-12-22	ILLUMINA	WGS	1090195
SRR8364447	SAMN10610807	PRJNA510624	Haiti: CTC Jacmel	2015-11-12	2018-12-22	ILLUMINA	WGS	853622
SRR8364444	SAMN10610808	PRJNA510624	Haiti: CTC Gressier	2015-11-13	2018-12-22	ILLUMINA	WGS	2053317
SRR8364445	SAMN10610809	PRJNA510624	Haiti: CTC Gressier	2015-11-19	2018-12-22	ILLUMINA	WGS	1893568
SRR8364438	SAMN10610814	PRJNA510624	Haiti: CTC Jacmel	2015-11-20	2018-12-22	ILLUMINA	WGS	728783
SRR8364440	SAMN10610812	PRJNA510624	Haiti: CTC Jacmel	2015-11-20	2018-12-22	ILLUMINA	WGS	1243057
SRR8364441	SAMN10610813	PRJNA510624	Haiti: CTC Jacmel	2015-11-20	2018-12-22	ILLUMINA	WGS	2429153
SRR8364442	SAMN10610810	PRJNA510624	Haiti: CTC Jacmel	2015-11-20	2018-12-22	ILLUMINA	WGS	1541417
SRR8364443	SAMN10610811	PRJNA510624	Haiti: CTC Jacmel	2015-11-20	2018-12-22	ILLUMINA	WGS	1262299
SRR8364431	SAMN10610816	PRJNA510624	Haiti: CTC Jacmel	2015-11-25	2018-12-22	ILLUMINA	WGS	923663
SRR8364439	SAMN10610815	PRJNA510624	Haiti: CTC Jacmel	2015-11-25	2018-12-22	ILLUMINA	WGS	1738618
SRR8364433	SAMN10610818	PRJNA510624	Haiti: CTC Gressier	2015-11-26	2018-12-22	ILLUMINA	WGS	984208
SRR8364435	SAMN10610817	PRJNA510624	Haiti: CTC Gressier	2015-11-26	2018-12-22	ILLUMINA	WGS	797681
SRR8364259	SAMN10610762	PRJNA510624	Haiti: Sousfort	2015-11-29	2018-12-22	ILLUMINA	WGS	595088
SRR8364260	SAMN10610761	PRJNA510624	Haiti: Colin	2015-11-29	2018-12-22	ILLUMINA	WGS	645723
SRR8364425	SAMN10610824	PRJNA510624	Haiti: CTC Gressier	2015-12-03	2018-12-22	ILLUMINA	WGS	655814
SRR8364426	SAMN10610821	PRJNA510624	Haiti: CTC Jacmel	2015-12-03	2018-12-22	ILLUMINA	WGS	563544
SRR8364427	SAMN10610820	PRJNA510624	Haiti: CTC Jacmel	2015-12-03	2018-12-22	ILLUMINA	WGS	1942191
